# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-06-25 19:59:27 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01570500 Susquehanna River at Harrisburg, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01570500
#            TS   parameter     Description
#        122065       00060     Discharge, cubic feet per second
#        122066       00065     Gage height, feet
#        122072       00045     Precipitation, total, inches
#        122073       00010     Temperature, water, degrees Celsius, WALNUT ST PIER
#        122074       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, WALNUT ST PIER
#        122075       00400     pH, water, unfiltered, field, standard units, WALNUT ST PIER
#        122076       00300     Dissolved oxygen, water, unfiltered, milligrams per liter, WALNUT ST PIER
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	122065_00060	122065_00060_cd	122066_00065	122066_00065_cd	122073_00010	122073_00010_cd	122074_00095	122074_00095_cd
USGS	01570500	2018-05-30 15:45	EDT					23.3	A	187	A
USGS	01570500	2018-05-30 16:00	EDT	48100	A	5.50	A	23.3	A	187	A
USGS	01570500	2018-05-30 16:15	EDT					23.4	A	186	A
USGS	01570500	2018-05-30 16:30	EDT	47900	A	5.49	A	23.4	A	187	A
USGS	01570500	2018-05-30 16:45	EDT					23.4	A	186	A
USGS	01570500	2018-05-30 17:00	EDT	47900	A	5.49	A	23.4	A	187	A
USGS	01570500	2018-05-30 17:15	EDT					23.4	A	187	A
USGS	01570500	2018-05-30 17:30	EDT	47600	A	5.48	A	23.4	A	187	A
USGS	01570500	2018-05-30 17:45	EDT					23.5	A	186	A
USGS	01570500	2018-05-30 18:00	EDT	47600	A	5.48	A	23.4	A	186	A
USGS	01570500	2018-05-30 18:15	EDT					23.4	A	186	A
USGS	01570500	2018-05-30 18:30	EDT	47400	A	5.47	A	23.3	A	186	A
USGS	01570500	2018-05-30 18:45	EDT					23.3	A	186	A
USGS	01570500	2018-05-30 19:00	EDT	47400	A	5.47	A	23.2	A	186	A
USGS	01570500	2018-05-30 19:15	EDT					23.2	A	186	A
USGS	01570500	2018-05-30 19:30	EDT	47400	A	5.47	A	23.2	A	186	A
USGS	01570500	2018-05-30 19:45	EDT					23.2	A	186	A
USGS	01570500	2018-05-30 20:00	EDT	47200	A	5.46	A	23.1	A	186	A
USGS	01570500	2018-05-30 20:15	EDT					23.1	A	186	A
USGS	01570500	2018-05-30 20:30	EDT	47200	A	5.46	A	23.1	A	185	A
USGS	01570500	2018-05-30 20:45	EDT					23.0	A	186	A
USGS	01570500	2018-05-30 21:00	EDT	47000	A	5.45	A	23.0	A	186	A
USGS	01570500	2018-05-30 21:15	EDT					23.0	A	185	A
USGS	01570500	2018-05-30 21:30	EDT	47000	A	5.45	A	23.0	A	186	A
USGS	01570500	2018-05-30 21:45	EDT					22.9	A	186	A
USGS	01570500	2018-05-30 22:00	EDT	47000	A	5.45	A	22.9	A	186	A
USGS	01570500	2018-05-30 22:15	EDT					22.8	A	186	A
USGS	01570500	2018-05-30 22:30	EDT	46700	A	5.44	A	22.8	A	186	A
USGS	01570500	2018-05-30 22:45	EDT					22.8	A	186	A
USGS	01570500	2018-05-30 23:00	EDT	46700	A	5.44	A	22.8	A	186	A
USGS	01570500	2018-05-30 23:15	EDT					22.8	A	186	A
USGS	01570500	2018-05-30 23:30	EDT	46700	A	5.44	A	22.8	A	186	A
USGS	01570500	2018-05-30 23:45	EDT					22.7	A	185	A
USGS	01570500	2018-05-31 00:00	EDT	46500	A	5.43	A	22.7	A	186	A
USGS	01570500	2018-05-31 00:15	EDT					22.7	A	186	A
USGS	01570500	2018-05-31 00:30	EDT	46500	A	5.43	A	22.7	A	186	A
USGS	01570500	2018-05-31 00:45	EDT					22.7	A	187	A
USGS	01570500	2018-05-31 01:00	EDT	46300	A	5.42	A	22.6	A	186	A
USGS	01570500	2018-05-31 01:15	EDT					22.6	A	187	A
USGS	01570500	2018-05-31 01:30	EDT	46300	A	5.42	A	22.6	A	187	A
USGS	01570500	2018-05-31 01:45	EDT					22.6	A	187	A
USGS	01570500	2018-05-31 02:00	EDT	46300	A	5.42	A	22.6	A	187	A
USGS	01570500	2018-05-31 02:15	EDT					22.6	A	186	A
USGS	01570500	2018-05-31 02:30	EDT	46000	A	5.41	A	22.6	A	186	A
USGS	01570500	2018-05-31 02:45	EDT					22.6	A	187	A
USGS	01570500	2018-05-31 03:00	EDT	46000	A	5.41	A	22.6	A	186	A
USGS	01570500	2018-05-31 03:15	EDT					22.6	A	187	A
USGS	01570500	2018-05-31 03:30	EDT	45800	A	5.40	A	22.5	A	187	A
USGS	01570500	2018-05-31 03:45	EDT					22.5	A	187	A
USGS	01570500	2018-05-31 04:00	EDT	45800	A	5.40	A	22.5	A	187	A
USGS	01570500	2018-05-31 04:15	EDT					22.5	A	187	A
USGS	01570500	2018-05-31 04:30	EDT	45800	A	5.40	A	22.4	A	187	A
USGS	01570500	2018-05-31 04:45	EDT					22.4	A	187	A
USGS	01570500	2018-05-31 05:00	EDT	45800	A	5.40	A	22.4	A	187	A
USGS	01570500	2018-05-31 05:15	EDT					22.3	A	187	A
USGS	01570500	2018-05-31 05:30	EDT	45600	A	5.39	A	22.3	A	187	A
USGS	01570500	2018-05-31 05:45	EDT					22.3	A	188	A
USGS	01570500	2018-05-31 06:00	EDT	45600	A	5.39	A	22.3	A	187	A
USGS	01570500	2018-05-31 06:15	EDT					22.2	A	188	A
USGS	01570500	2018-05-31 06:30	EDT	45600	A	5.39	A	22.2	A	188	A
USGS	01570500	2018-05-31 06:45	EDT					22.2	A	188	A
USGS	01570500	2018-05-31 07:00	EDT	45600	A	5.39	A	22.2	A	188	A
USGS	01570500	2018-05-31 07:15	EDT					22.1	A	189	A
USGS	01570500	2018-05-31 07:30	EDT	45600	A	5.39	A	22.1	A	189	A
USGS	01570500	2018-05-31 07:45	EDT					22.0	A	188	A
USGS	01570500	2018-05-31 08:00	EDT	45600	A	5.39	A	22.0	A	188	A
USGS	01570500	2018-05-31 08:15	EDT					22.0	A	189	A
USGS	01570500	2018-05-31 08:30	EDT	45300	A	5.38	A	21.9	A	189	A
USGS	01570500	2018-05-31 08:45	EDT					21.9	A	190	A
USGS	01570500	2018-05-31 09:00	EDT	45300	A	5.38	A	21.9	A	189	A
USGS	01570500	2018-05-31 09:15	EDT					21.8	A	189	A
USGS	01570500	2018-05-31 09:30	EDT	45300	A	5.38	A	21.8	A	189	A
USGS	01570500	2018-05-31 09:45	EDT					21.8	A	189	A
USGS	01570500	2018-05-31 10:00	EDT	45300	A	5.38	A	21.8	A	189	A
USGS	01570500	2018-05-31 10:15	EDT					21.8	A	189	A
USGS	01570500	2018-05-31 10:30	EDT	45100	A	5.37	A	21.8	A	190	A
USGS	01570500	2018-05-31 10:45	EDT					21.8	A	190	A
USGS	01570500	2018-05-31 11:00	EDT	45100	A	5.37	A	21.8	A	189	A
USGS	01570500	2018-05-31 11:15	EDT					21.8	A	190	A
USGS	01570500	2018-05-31 11:30	EDT	45100	A	5.37	A	21.8	A	190	A
USGS	01570500	2018-05-31 11:45	EDT					21.8	A	190	A
USGS	01570500	2018-05-31 12:00	EDT	45100	A	5.37	A	21.8	A	190	A
USGS	01570500	2018-05-31 12:15	EDT					21.8	A	190	A
USGS	01570500	2018-05-31 12:30	EDT	44800	A	5.36	A	21.8	A	190	A
USGS	01570500	2018-05-31 12:45	EDT					21.8	A	190	A
USGS	01570500	2018-05-31 13:00	EDT	44800	A	5.36	A	21.8	A	190	A
USGS	01570500	2018-05-31 13:15	EDT					21.9	A	190	A
USGS	01570500	2018-05-31 13:30	EDT	44800	A	5.36	A	21.9	A	190	A
USGS	01570500	2018-05-31 13:45	EDT					21.9	A	190	A
USGS	01570500	2018-05-31 14:00	EDT	44600	A	5.35	A	21.9	A	190	A
USGS	01570500	2018-05-31 14:15	EDT					22.0	A	191	A
USGS	01570500	2018-05-31 14:30	EDT	44600	A	5.35	A	22.0	A	191	A
USGS	01570500	2018-05-31 14:45	EDT					22.0	A	191	A
USGS	01570500	2018-05-31 15:00	EDT	44400	A	5.34	A	22.0	A	191	A
USGS	01570500	2018-05-31 15:15	EDT					22.0	A	191	A
USGS	01570500	2018-05-31 15:30	EDT	44400	A	5.34	A	22.0	A	192	A
USGS	01570500	2018-05-31 15:45	EDT					22.0	A	192	A
USGS	01570500	2018-05-31 16:00	EDT	44100	A	5.33	A	22.0	A	192	A
USGS	01570500	2018-05-31 16:15	EDT					22.1	A	191	A
USGS	01570500	2018-05-31 16:30	EDT	44100	A	5.33	A	22.1	A	192	A
USGS	01570500	2018-05-31 16:45	EDT					22.1	A	192	A
USGS	01570500	2018-05-31 17:00	EDT	44100	A	5.33	A	22.1	A	191	A
USGS	01570500	2018-05-31 17:15	EDT					22.1	A	192	A
USGS	01570500	2018-05-31 17:30	EDT	43900	A	5.32	A	22.1	A	191	A
USGS	01570500	2018-05-31 17:45	EDT					22.1	A	191	A
USGS	01570500	2018-05-31 18:00	EDT	43900	A	5.32	A	22.2	A	191	A
USGS	01570500	2018-05-31 18:15	EDT					22.2	A	192	A
USGS	01570500	2018-05-31 18:30	EDT	43900	A	5.32	A	22.2	A	191	A
USGS	01570500	2018-05-31 18:45	EDT					22.2	A	192	A
USGS	01570500	2018-05-31 19:00	EDT	43700	A	5.31	A	22.2	A	193	A
USGS	01570500	2018-05-31 19:15	EDT					22.2	A	193	A
USGS	01570500	2018-05-31 19:30	EDT	43700	A	5.31	A	22.2	A	193	A
USGS	01570500	2018-05-31 19:45	EDT					22.2	A	193	A
USGS	01570500	2018-05-31 20:00	EDT	43400	A	5.30	A	22.2	A	194	A
USGS	01570500	2018-05-31 20:15	EDT					22.2	A	193	A
USGS	01570500	2018-05-31 20:30	EDT	43400	A	5.30	A	22.2	A	194	A
USGS	01570500	2018-05-31 20:45	EDT					22.1	A	194	A
USGS	01570500	2018-05-31 21:00	EDT	43200	A	5.29	A	22.1	A	194	A
USGS	01570500	2018-05-31 21:15	EDT					22.1	A	194	A
USGS	01570500	2018-05-31 21:30	EDT	42900	A	5.28	A	22.1	A	194	A
USGS	01570500	2018-05-31 21:45	EDT					22.1	A	194	A
USGS	01570500	2018-05-31 22:00	EDT	42700	A	5.27	A	22.2	A	194	A
USGS	01570500	2018-05-31 22:15	EDT					22.1	A	194	A
USGS	01570500	2018-05-31 22:30	EDT	42700	A	5.27	A	22.1	A	195	A
USGS	01570500	2018-05-31 22:45	EDT					22.1	A	195	A
USGS	01570500	2018-05-31 23:00	EDT	42400	A	5.26	A	22.1	A	195	A
USGS	01570500	2018-05-31 23:15	EDT					22.1	A	196	A
USGS	01570500	2018-05-31 23:30	EDT	42400	A	5.26	A	22.1	A	196	A
USGS	01570500	2018-05-31 23:45	EDT					22.1	A	196	A
USGS	01570500	2018-06-01 00:00	EDT	42200	A	5.25	A	22.1	A	196	A
USGS	01570500	2018-06-01 00:15	EDT					22.1	A	197	A
USGS	01570500	2018-06-01 00:30	EDT	42200	A	5.25	A	22.1	A	197	A
USGS	01570500	2018-06-01 00:45	EDT					22.0	A	197	A
USGS	01570500	2018-06-01 01:00	EDT	41900	A	5.24	A	22.0	A	198	A
USGS	01570500	2018-06-01 01:15	EDT					22.0	A	198	A
USGS	01570500	2018-06-01 01:30	EDT	41900	A	5.24	A	22.0	A	198	A
USGS	01570500	2018-06-01 01:45	EDT					22.0	A	198	A
USGS	01570500	2018-06-01 02:00	EDT	41900	A	5.24	A	22.0	A	198	A
USGS	01570500	2018-06-01 02:15	EDT					22.0	A	198	A
USGS	01570500	2018-06-01 02:30	EDT	41900	A	5.24	A	22.0	A	198	A
USGS	01570500	2018-06-01 02:45	EDT					22.0	A	198	A
USGS	01570500	2018-06-01 03:00	EDT	41900	A	5.24	A	22.0	A	197	A
USGS	01570500	2018-06-01 03:15	EDT					22.0	A	198	A
USGS	01570500	2018-06-01 03:30	EDT	41900	A	5.24	A	22.0	A	198	A
USGS	01570500	2018-06-01 03:45	EDT					22.0	A	198	A
USGS	01570500	2018-06-01 04:00	EDT	41900	A	5.24	A	22.0	A	199	A
USGS	01570500	2018-06-01 04:15	EDT					22.0	A	198	A
USGS	01570500	2018-06-01 04:30	EDT	42200	A	5.25	A	21.9	A	199	A
USGS	01570500	2018-06-01 04:45	EDT					21.9	A	199	A
USGS	01570500	2018-06-01 05:00	EDT	42700	A	5.27	A	21.9	A	200	A
USGS	01570500	2018-06-01 05:15	EDT					21.9	A	200	A
USGS	01570500	2018-06-01 05:30	EDT	42700	A	5.27	A	21.9	A	200	A
USGS	01570500	2018-06-01 05:45	EDT					21.9	A	199	A
USGS	01570500	2018-06-01 06:00	EDT	42700	A	5.27	A	21.9	A	200	A
USGS	01570500	2018-06-01 06:15	EDT					21.9	A	200	A
USGS	01570500	2018-06-01 06:30	EDT	42700	A	5.27	A	21.9	A	199	A
USGS	01570500	2018-06-01 06:45	EDT					21.9	A	200	A
USGS	01570500	2018-06-01 07:00	EDT	42700	A	5.27	A	21.9	A	199	A
USGS	01570500	2018-06-01 07:15	EDT					22.0	A	199	A
USGS	01570500	2018-06-01 07:30	EDT	42400	A	5.26	A	22.0	A	199	A
USGS	01570500	2018-06-01 07:45	EDT					22.0	A	199	A
USGS	01570500	2018-06-01 08:00	EDT	42200	A	5.25	A	22.1	A	198	A
USGS	01570500	2018-06-01 08:15	EDT					22.1	A	198	A
USGS	01570500	2018-06-01 08:30	EDT	41900	A	5.24	A	22.1	A	198	A
USGS	01570500	2018-06-01 08:45	EDT					22.1	A	198	A
USGS	01570500	2018-06-01 09:00	EDT	41700	A	5.23	A	22.2	A	198	A
USGS	01570500	2018-06-01 09:15	EDT					22.2	A	198	A
USGS	01570500	2018-06-01 09:30	EDT	41500	A	5.22	A	22.2	A	198	A
USGS	01570500	2018-06-01 09:45	EDT					22.3	A	198	A
USGS	01570500	2018-06-01 10:00	EDT	41000	A	5.20	A	22.4	A	198	A
USGS	01570500	2018-06-01 10:15	EDT					22.4	A	198	A
USGS	01570500	2018-06-01 10:30	EDT	40800	A	5.19	A	22.5	A	198	A
USGS	01570500	2018-06-01 10:45	EDT					22.6	A	198	A
USGS	01570500	2018-06-01 11:00	EDT	40500	A	5.18	A	22.7	A	198	A
USGS	01570500	2018-06-01 11:15	EDT					22.7	A	198	A
USGS	01570500	2018-06-01 11:30	EDT	40300	A	5.17	A	22.8	A	198	A
USGS	01570500	2018-06-01 11:45	EDT					22.8	A	198	A
USGS	01570500	2018-06-01 12:00	EDT	40100	A	5.16	A	22.8	A	199	A
USGS	01570500	2018-06-01 12:15	EDT					22.9	A	199	A
USGS	01570500	2018-06-01 12:30	EDT	39900	A	5.15	A	23.0	A	198	A
USGS	01570500	2018-06-01 12:45	EDT					23.1	A	198	A
USGS	01570500	2018-06-01 13:00	EDT	39600	A	5.14	A	23.2	A	198	A
USGS	01570500	2018-06-01 13:15	EDT					23.4	A	197	A
USGS	01570500	2018-06-01 13:30	EDT	39600	A	5.14	A	23.4	A	197	A
USGS	01570500	2018-06-01 13:45	EDT					23.5	A	196	A
USGS	01570500	2018-06-01 14:00	EDT	39400	A	5.13	A	23.6	A	196	A
USGS	01570500	2018-06-01 14:15	EDT					23.7	A	195	A
USGS	01570500	2018-06-01 14:30	EDT	39400	A	5.13	A	23.8	A	195	A
USGS	01570500	2018-06-01 14:45	EDT					23.8	A	195	A
USGS	01570500	2018-06-01 15:00	EDT	39200	A	5.12	A	23.9	A	195	A
USGS	01570500	2018-06-01 15:15	EDT					24.0	A	195	A
USGS	01570500	2018-06-01 15:30	EDT	39000	A	5.11	A	24.1	A	196	A
USGS	01570500	2018-06-01 15:45	EDT					24.2	A	196	A
USGS	01570500	2018-06-01 16:00	EDT	39000	A	5.11	A	24.2	A	196	A
USGS	01570500	2018-06-01 16:15	EDT					24.2	A	197	A
USGS	01570500	2018-06-01 16:30	EDT	38800	A	5.10	A	24.4	A	197	A
USGS	01570500	2018-06-01 16:45	EDT					24.5	A	198	A
USGS	01570500	2018-06-01 17:00	EDT	38500	A	5.09	A	24.5	A	198	A
USGS	01570500	2018-06-01 17:15	EDT					24.6	A	198	A
USGS	01570500	2018-06-01 17:30	EDT	38500	A	5.09	A	24.6	A	199	A
USGS	01570500	2018-06-01 17:45	EDT					24.5	A	199	A
USGS	01570500	2018-06-01 18:00	EDT	38300	A	5.08	A	24.5	A	199	A
USGS	01570500	2018-06-01 18:15	EDT					24.6	A	199	A
USGS	01570500	2018-06-01 18:30	EDT	38300	A	5.08	A	24.6	A	198	A
USGS	01570500	2018-06-01 18:45	EDT					24.6	A	198	A
USGS	01570500	2018-06-01 19:00	EDT	38100	A	5.07	A	24.7	A	199	A
USGS	01570500	2018-06-01 19:15	EDT					24.7	A	199	A
USGS	01570500	2018-06-01 19:30	EDT	38100	A	5.07	A	24.7	A	199	A
USGS	01570500	2018-06-01 19:45	EDT					24.7	A	199	A
USGS	01570500	2018-06-01 20:00	EDT	37800	A	5.06	A	24.6	A	200	A
USGS	01570500	2018-06-01 20:15	EDT					24.6	A	199	A
USGS	01570500	2018-06-01 20:30	EDT	37600	A	5.05	A	24.6	A	199	A
USGS	01570500	2018-06-01 20:45	EDT					24.6	A	200	A
USGS	01570500	2018-06-01 21:00	EDT	37600	A	5.05	A	24.6	A	200	A
USGS	01570500	2018-06-01 21:15	EDT					24.6	A	201	A
USGS	01570500	2018-06-01 21:30	EDT	37400	A	5.04	A	24.6	A	200	A
USGS	01570500	2018-06-01 21:45	EDT					24.6	A	200	A
USGS	01570500	2018-06-01 22:00	EDT	37400	A	5.04	A	24.5	A	200	A
USGS	01570500	2018-06-01 22:15	EDT					24.5	A	200	A
USGS	01570500	2018-06-01 22:30	EDT	37200	A	5.03	A	24.5	A	200	A
USGS	01570500	2018-06-01 22:45	EDT					24.4	A	201	A
USGS	01570500	2018-06-01 23:00	EDT	36900	A	5.02	A	24.4	A	201	A
USGS	01570500	2018-06-01 23:15	EDT					24.4	A	201	A
USGS	01570500	2018-06-01 23:30	EDT	36900	A	5.02	A	24.4	A	200	A
USGS	01570500	2018-06-01 23:45	EDT					24.4	A	201	A
USGS	01570500	2018-06-02 00:00	EDT	36900	A	5.02	A	24.4	A	201	A
USGS	01570500	2018-06-02 00:15	EDT					24.4	A	201	A
USGS	01570500	2018-06-02 00:30	EDT	36900	A	5.02	A	24.5	A	201	A
USGS	01570500	2018-06-02 00:45	EDT					24.5	A	201	A
USGS	01570500	2018-06-02 01:00	EDT	36700	A	5.01	A	24.5	A	201	A
USGS	01570500	2018-06-02 01:15	EDT					24.5	A	202	A
USGS	01570500	2018-06-02 01:30	EDT	36700	A	5.01	A	24.5	A	202	A
USGS	01570500	2018-06-02 01:45	EDT					24.4	A	202	A
USGS	01570500	2018-06-02 02:00	EDT	36500	A	5.00	A	24.4	A	202	A
USGS	01570500	2018-06-02 02:15	EDT					24.4	A	203	A
USGS	01570500	2018-06-02 02:30	EDT	36500	A	5.00	A	24.4	A	203	A
USGS	01570500	2018-06-02 02:45	EDT					24.3	A	203	A
USGS	01570500	2018-06-02 03:00	EDT	36300	A	4.99	A	24.3	A	203	A
USGS	01570500	2018-06-02 03:15	EDT					24.2	A	203	A
USGS	01570500	2018-06-02 03:30	EDT	36300	A	4.99	A	24.2	A	202	A
USGS	01570500	2018-06-02 03:45	EDT					24.3	A	202	A
USGS	01570500	2018-06-02 04:00	EDT	36300	A	4.99	A	24.3	A	203	A
USGS	01570500	2018-06-02 04:15	EDT					24.3	A	202	A
USGS	01570500	2018-06-02 04:30	EDT	36100	A	4.98	A	24.2	A	202	A
USGS	01570500	2018-06-02 04:45	EDT					24.2	A	202	A
USGS	01570500	2018-06-02 05:00	EDT	36100	A	4.98	A	24.2	A	203	A
USGS	01570500	2018-06-02 05:15	EDT					24.2	A	203	A
USGS	01570500	2018-06-02 05:30	EDT	35900	A	4.97	A	24.1	A	203	A
USGS	01570500	2018-06-02 05:45	EDT					24.1	A	203	A
USGS	01570500	2018-06-02 06:00	EDT	35700	A	4.96	A	24.1	A	203	A
USGS	01570500	2018-06-02 06:15	EDT					24.0	A	203	A
USGS	01570500	2018-06-02 06:30	EDT	35700	A	4.96	A	24.0	A	204	A
USGS	01570500	2018-06-02 06:45	EDT					24.0	A	203	A
USGS	01570500	2018-06-02 07:00	EDT	35500	A	4.95	A	24.0	A	204	A
USGS	01570500	2018-06-02 07:15	EDT					24.0	A	205	A
USGS	01570500	2018-06-02 07:30	EDT	35500	A	4.95	A	24.0	A	205	A
USGS	01570500	2018-06-02 07:45	EDT					24.0	A	205	A
USGS	01570500	2018-06-02 08:00	EDT	35300	A	4.94	A	24.0	A	204	A
USGS	01570500	2018-06-02 08:15	EDT					24.0	A	205	A
USGS	01570500	2018-06-02 08:30	EDT	35300	A	4.94	A	24.0	A	205	A
USGS	01570500	2018-06-02 08:45	EDT					24.0	A	204	A
USGS	01570500	2018-06-02 09:00	EDT	35300	A	4.94	A	24.1	A	205	A
USGS	01570500	2018-06-02 09:15	EDT					24.1	A	205	A
USGS	01570500	2018-06-02 09:30	EDT	35100	A	4.93	A	24.1	A	205	A
USGS	01570500	2018-06-02 09:45	EDT					24.1	A	205	A
USGS	01570500	2018-06-02 10:00	EDT	35100	A	4.93	A	24.1	A	205	A
USGS	01570500	2018-06-02 10:15	EDT					24.2	A	205	A
USGS	01570500	2018-06-02 10:30	EDT	35100	A	4.93	A	24.2	A	206	A
USGS	01570500	2018-06-02 10:45	EDT					24.3	A	205	A
USGS	01570500	2018-06-02 11:00	EDT	35100	A	4.93	A	24.4	A	205	A
USGS	01570500	2018-06-02 11:15	EDT					24.5	A	206	A
USGS	01570500	2018-06-02 11:30	EDT	35100	A	4.93	A	24.6	A	206	A
USGS	01570500	2018-06-02 11:45	EDT					24.6	A	206	A
USGS	01570500	2018-06-02 12:00	EDT	35100	A	4.93	A	24.6	A	207	A
USGS	01570500	2018-06-02 12:15	EDT					24.7	A	207	A
USGS	01570500	2018-06-02 12:30	EDT	34900	A	4.92	A	24.7	A	207	A
USGS	01570500	2018-06-02 12:45	EDT					24.8	A	207	A
USGS	01570500	2018-06-02 13:00	EDT	34900	A	4.92	A	25.0	A	207	A
USGS	01570500	2018-06-02 13:15	EDT					25.1	A	208	A
USGS	01570500	2018-06-02 13:30	EDT	34900	A	4.92	A	25.2	A	207	A
USGS	01570500	2018-06-02 13:45	EDT					25.3	A	208	A
USGS	01570500	2018-06-02 14:00	EDT	34900	A	4.92	A	25.3	A	208	A
USGS	01570500	2018-06-02 14:15	EDT					25.4	A	208	A
USGS	01570500	2018-06-02 14:30	EDT	34600	A	4.91	A	25.4	A	208	A
USGS	01570500	2018-06-02 14:45	EDT					25.5	A	208	A
USGS	01570500	2018-06-02 15:00	EDT	34600	A	4.91	A	25.6	A	208	A
USGS	01570500	2018-06-02 15:15	EDT					25.6	A	208	A
USGS	01570500	2018-06-02 15:30	EDT	34400	A	4.90	A	25.6	A	206	A
USGS	01570500	2018-06-02 15:45	EDT					25.6	A	207	A
USGS	01570500	2018-06-02 16:00	EDT	34400	A	4.90	A	25.6	A	206	A
USGS	01570500	2018-06-02 16:15	EDT					25.6	A	206	A
USGS	01570500	2018-06-02 16:30	EDT	34400	A	4.90	A	25.7	A	206	A
USGS	01570500	2018-06-02 16:45	EDT					25.6	A	206	A
USGS	01570500	2018-06-02 17:00	EDT	34200	A	4.89	A	25.6	A	207	A
USGS	01570500	2018-06-02 17:15	EDT					25.6	A	207	A
USGS	01570500	2018-06-02 17:30	EDT	34200	A	4.89	A	25.5	A	207	A
USGS	01570500	2018-06-02 17:45	EDT					25.5	A	207	A
USGS	01570500	2018-06-02 18:00	EDT	34000	A	4.88	A	25.5	A	207	A
USGS	01570500	2018-06-02 18:15	EDT					25.4	A	207	A
USGS	01570500	2018-06-02 18:30	EDT	34000	A	4.88	A	25.4	A	207	A
USGS	01570500	2018-06-02 18:45	EDT					25.4	A	207	A
USGS	01570500	2018-06-02 19:00	EDT	34000	A	4.88	A	25.4	A	208	A
USGS	01570500	2018-06-02 19:15	EDT					25.4	A	207	A
USGS	01570500	2018-06-02 19:30	EDT	33800	A	4.87	A	25.3	A	207	A
USGS	01570500	2018-06-02 19:45	EDT					25.2	A	207	A
USGS	01570500	2018-06-02 20:00	EDT	33600	A	4.86	A	25.2	A	207	A
USGS	01570500	2018-06-02 20:15	EDT					25.2	A	207	A
USGS	01570500	2018-06-02 20:30	EDT	33600	A	4.86	A	25.1	A	207	A
USGS	01570500	2018-06-02 20:45	EDT					25.1	A	207	A
USGS	01570500	2018-06-02 21:00	EDT	33400	A	4.85	A	25.1	A	206	A
USGS	01570500	2018-06-02 21:15	EDT					25.0	A	207	A
USGS	01570500	2018-06-02 21:30	EDT	33400	A	4.85	A	25.0	A	206	A
USGS	01570500	2018-06-02 21:45	EDT					25.0	A	206	A
USGS	01570500	2018-06-02 22:00	EDT	33200	A	4.84	A	24.9	A	206	A
USGS	01570500	2018-06-02 22:15	EDT					24.9	A	206	A
USGS	01570500	2018-06-02 22:30	EDT	33200	A	4.84	A	24.9	A	206	A
USGS	01570500	2018-06-02 22:45	EDT					24.8	A	206	A
USGS	01570500	2018-06-02 23:00	EDT	33000	A	4.83	A	24.7	A	206	A
USGS	01570500	2018-06-02 23:15	EDT					24.6	A	207	A
USGS	01570500	2018-06-02 23:30	EDT	33000	A	4.83	A	24.6	A	207	A
USGS	01570500	2018-06-02 23:45	EDT					24.5	A	207	A
USGS	01570500	2018-06-03 00:00	EDT	33000	A	4.83	A	24.5	A	207	A
USGS	01570500	2018-06-03 00:15	EDT					24.4	A	207	A
USGS	01570500	2018-06-03 00:30	EDT	33000	A	4.83	A	24.4	A	207	A
USGS	01570500	2018-06-03 00:45	EDT					24.4	A	206	A
USGS	01570500	2018-06-03 01:00	EDT	32800	A	4.82	A	24.4	A	207	A
USGS	01570500	2018-06-03 01:15	EDT					24.4	A	207	A
USGS	01570500	2018-06-03 01:30	EDT	32800	A	4.82	A	24.4	A	207	A
USGS	01570500	2018-06-03 01:45	EDT					24.4	A	207	A
USGS	01570500	2018-06-03 02:00	EDT	32800	A	4.82	A	24.4	A	206	A
USGS	01570500	2018-06-03 02:15	EDT					24.4	A	207	A
USGS	01570500	2018-06-03 02:30	EDT	32600	A	4.81	A	24.4	A	207	A
USGS	01570500	2018-06-03 02:45	EDT					24.4	A	207	A
USGS	01570500	2018-06-03 03:00	EDT	32600	A	4.81	A	24.4	A	207	A
USGS	01570500	2018-06-03 03:15	EDT					24.4	A	206	A
USGS	01570500	2018-06-03 03:30	EDT	33000	A	4.83	A	24.3	A	206	A
USGS	01570500	2018-06-03 03:45	EDT					24.3	A	206	A
USGS	01570500	2018-06-03 04:00	EDT	33200	A	4.84	A	24.3	A	206	A
USGS	01570500	2018-06-03 04:15	EDT					24.2	A	206	A
USGS	01570500	2018-06-03 04:30	EDT	33200	A	4.84	A	24.2	A	206	A
USGS	01570500	2018-06-03 04:45	EDT					24.2	A	206	A
USGS	01570500	2018-06-03 05:00	EDT	33200	A	4.84	A	24.2	A	206	A
USGS	01570500	2018-06-03 05:15	EDT					24.1	A	207	A
