"StationName"	"depth_float"	"Latitude"	"Longitude"	"RawCount"	"TrimCount"	"CollectionAgency"	"sequencing_ID"	"Month"	"Year"	"Month_Year"	"julian_day"	"day_length"	"anti_day_length"	"julian_seconds"	"Depth_Percentage"	"Discharge_James_14"	"Discharge_Susquehanna_14"	"enspie"	"faith_pd"	"WTEMP"	"SALINITY"	"DO"	"PH"	"habitat"
"SB091817TAWCSCB44D5BR1TR1I489"	"CB44"	0	38.41457	-76.34565	261547	121166	"DNR"	"spr14"	9	17	"09 17"	1010	-0.107381346664162	0.994217906893952	49980	0	13914.8333333333	85835.4166666667	46.8325958531439	38.0582815	25	14.46	9.1	8.3	3
"SB091817TAWCSCB44D31BR1TR1I499"	"CB44"	31	38.41457	-76.34565	169009	107526	"DNR"	"e_15_2"	9	17	"09 17"	1010	-0.107381346664162	0.994217906893952	49980	0.964730290456432	13914.8333333333	85835.4166666667	89.9089985075388	50.1376355	23.5	22.46	4.8	7.8	2
"SB091817TAWCSCB51D33BR1TR1I500"	"CB51"	33	38.3187	-76.29215	146265	92072	"DNR"	"e_15_2"	9	17	"09 17"	1010	-0.107381346664162	0.994217906893952	46980	0.958064516129032	13914.8333333333	85835.4166666667	85.5530740663137	49.875735	23.5	22.88	4.9	7.8	2
"SB091817TAWCSCB53D5BR1TR1I488"	"CB53"	0	37.91011	-76.17137	795212	489219	"DNR"	"e_15_2"	9	17	"09 17"	1010	-0.107381346664162	0.994217906893952	38040	0	13914.8333333333	85835.4166666667	68.3023106278525	45.44842	24.9	14.06	8.5	8.2	3
"SB091817TAWCSCB53D25BR2TR1I503"	"CB53"	25	37.91011	-76.17137	128987	80911	"DNR"	"e_15_2"	9	17	"09 17"	1010	-0.107381346664162	0.994217906893952	38040	0.939597315436242	13914.8333333333	85835.4166666667	84.2415125549199	49.326497	23.6	24.3	5.1	7.8	2
"SB091817TAWCSCB54D25BR2TR1I505"	"CB54"	1	37.80013	-76.17466	36611	10179	"ODU"	"spr14"	9	17	"09 17"	1006	-0.0387222808921753	0.999250011239683	55320	0.0311890838206628	18420.1041666667	97762.5	49.7418200231848	37.772496	24.661	14.99	8.55	8.13	3
"SB091817TAWCSCB71D20BR1TR1I510"	"CB71"	1	37.68346	-75.98966	67142	41343	"ODU"	"e_15_2"	9	17	"09 17"	1006	-0.0387222808921753	0.999250011239683	40980	0.0555555555555556	18420.1041666667	97762.5	69.4296786355559	42.9529095	24.032	19.44	8.08	7.98	3
"SB091817TAWCSCB71D20BR1TR1I520"	"CB71"	18	37.68346	-75.98966	184253	114181	"ODU"	"e_15_2"	9	17	"09 17"	1006	-0.0387222808921753	0.999250011239683	40980	1	18420.1041666667	97762.5	103.054183776841	49.5004305	23.392	23.69	6.05	7.88	2
"SB091817TAWCSCB62D9BR1TR1I507"	"CB62"	1	37.4868	-76.15633	89600	54247	"ODU"	"e_15_2"	9	17	"09 17"	1007	-0.0559169901006034	0.998435421155564	36000	0.0975609756097561	17721.5625	95527.9166666667	68.2722798397185	43.964342	24.194	16.74	7.64	8.09	3
"SB091817TAWCSCB62D9BR1TR1I517"	"CB62"	10	37.4868	-76.15633	247122	142046	"ODU"	"spr14"	9	17	"09 17"	1007	-0.0559169901006034	0.998435421155564	36000	0.975609756097561	17721.5625	95527.9166666667	73.9858638388535	50.8241575	23.614	24.36	5.47	7.87	2
"SB091817TAWCSCB72D20BR1TR1I511"	"CB72"	1	37.41153	-76.07966	119169	75152	"ODU"	"e_15_2"	9	17	"09 17"	1006	-0.0387222808921753	0.999250011239683	32820	0.0466926070038911	18420.1041666667	97762.5	70.4800218654052	45.8176115	23.67	19.39	7.75	8.1	3
"SB091817TAWCSCB63D10BR1TR1I508"	"CB63"	1	37.41153	-76.15966	315477	169847	"ODU"	"spr14"	9	17	"09 17"	1006	-0.0387222808921753	0.999250011239683	30540	0.0879120879120879	18420.1041666667	97762.5	68.2800421891087	46.101933	23.865	16.51	7.97	8.19	3
"SB091817TAWCSCB63D10BR1TR1I518"	"CB63"	10	37.41153	-76.15966	90694	56800	"ODU"	"e_15_2"	9	17	"09 17"	1006	-0.0387222808921753	0.999250011239683	30540	0.879120879120879	18420.1041666667	97762.5	100.540337283877	49.7804435	23.616	24.27	6	7.97	2
"SB091817TAWCSCB72D20BR1TR1I521"	"CB72"	20	37.41153	-76.07966	79509	47539	"ODU"	"e_15_2"	9	17	"09 17"	1006	-0.0387222808921753	0.999250011239683	32820	0.933852140077821	18420.1041666667	97762.5	91.6091211708478	42.9494245	23.519	29.3	6.06	7.94	2
"SB091817TAWCSCB73D12BR1TR1I522"	"CB73"	13	37.11681	-76.12521	251527	136818	"ODU"	"spr14"	9	17	"09 17"	1007	-0.0559169901006034	0.998435421155564	44160	0.988304093567251	17721.5625	95527.9166666667	80.5300849915286	46.8288055	23.803	27.34	6.27	7.96	2
