SampleID	StationName	DateMMDDYY	DepthName	sequencing ID	CollectionAgency	sequencing_ID	Month	Year	Month_Year	Salinity_Group	Time	Actual Depth (m)	Temp (°C)	Conductivity (μS/cm)	Specific Conductivity (μS/cm)	Total Dissolved Solids (mg/L)	Salinity (PSU)	ODO (% sat)	ODO (mg/L)	Pressure (psi)	pH	ORP (mV)	Turbidity (FNU)	Station	CHLA	DIN	DO	DOC	DON	DOP	FSS	KD	NH4F	NO23F	NO2F	NO3F	PC	PH	PHEO	PN	PO4F	PP	SALINITY	SECCHI	SIF	SIGMA_T	SPCOND	TDN	TDP	TN	TON	TP	TSS	VSS	WTEMP	TotalDepth
SB071717TAWCSCB33CD6BR1TR1I578	CB33C	071717	06	sprehei1_149186	Preheim	spr14	07	17	07 17	Mesohaline	09:58:00	5.965	25.79	18573.0	18334.0	11935.0	10.84	30.0	2.34	8.53	7.23	157.8	2.35																																	
SB071717TAWCSCB33CD10BR1TR1I580	CB33C	071717	10	sprehei1_149186	Preheim	spr14	07	17	07 17	Mesohaline	10:13:00	9.98	23.34	27182.0	28006.0	18061.0	16.89	2.6	0.21	14.366	7.16	19.0	1.36																																	
SB071717TAWCSCB33CD12BR1TR1I581	CB33C	071717	12	sprehei1_149186	Preheim	spr14	07	17	07 17	Mesohaline	10:21:00	11.91	23.27	28418.0	29384.0	19093.0	18.17	2.1	0.19	17.182	7.18	-53.2	1.05																																	
SB071717TAWCSCB33CD14BR1TR1I582	CB33C	071717	14	sprehei1_149186	Preheim	spr14	07	17	07 17	Mesohaline	10:28:00	14.02	23.25	28604.0	29591.0	19234.0	18.32	1.7	0.13	20.105	7.19	-85.5	1.05																																	
SB071017TAWCSCB33CD24BR1TR1I393	CB33C	071117	24	esakows1_152133_plate_1	DNR	e_15_1	07	17	07 17	Mesohaline	14:58:00													CB3.3C	1.2819999999999998	0.2764	0.39		0.4236	0.013149999999999998			0.273	0.0034	0.0007	0.00285	0.7915000000000001	7.2	2.157	0.1265	0.06705	0.0235	13.53			7.9226100000000015	22700.0	0.7	0.0802	0.8265	0.5501	0.1036	5.2		22.7	25.5
SB071017TAWCSCB42CD26BR1TR1I395	CB42C	071117	26	esakows1_152133_plate_1	DNR	e_15_1	07	17	07 17	Mesohaline	11:18:00													CB4.2C	0.62	0.2266	0.41		0.3734	0.0108			0.225	0.0016	0.0007	0.00105	0.31	7.3	0.74	0.0583	0.0667	0.012	17.11			10.65282	28000.0	0.6	0.0775	0.6583	0.4317	0.0895	2.6		22.6	27.5
SB071017TAWCSCB43CD27BR1TR1I396	CB43C	071117	26	esakows1_152133_plate_1	DNR	e_15_1	07	17	07 17	Mesohaline	09:46:00													CB4.3C	0.62	0.2022	0.41		0.3378	0.0088			0.19699999999999998	0.0052	0.003	0.0022	0.374	7.3	0.868	0.0653	0.0571	0.0154	17.45			10.8574	28500.0	0.54	0.0659	0.6053	0.4031	0.0813	4.0		22.8	27.5
SB071017TAWCSCB44D5BR1TR1I387	CB44	071017	00	esakows1_152133_plate_1	DNR	e_15_1	07	17	07 17	Mesohaline	12:25:00													CB4.4	14.685	0.0123	9.6		0.3577	0.0093			0.011000000000000001	0.0013	0.0007	0.0007999999999999999	2.24	8.4	2.79	0.37799999999999995	0.0031	0.0316	10.95	1.2		4.68843	18800.0	0.37	0.0124	0.748	0.7357	0.044000000000000004	8.4		27.4	32.0
SB071017TAWCSCB44D31BR1TR1I397	CB44	071017	31	esakows1_152133_plate_1	DNR	e_15_1	07	17	07 17	Mesohaline	12:25:00													CB4.4	0.6409999999999999	0.1843	1.4		0.3757	0.0104			0.158	0.0263	0.0188	0.0075	0.44799999999999995	7.4	1.3030000000000002	0.0731	0.0324	0.012	19.73			12.08678	31800.0	0.56	0.0428	0.6331	0.4488	0.0548	15.0		24.6	32.0
SB071017TAWCSCB51D33BR1TR1I398	CB51	071017	33	esakows1_152133_plate_1	DNR	e_15_1	07	17	07 17	Mesohaline	11:30:00													CB5.1	0.8540000000000001	0.1766	1.6		0.3834	0.0138			0.159	0.0176	0.0098	0.0078	0.355	7.4	0.74	0.0667	0.0304	0.0084	20.85			12.90153	33400.0	0.56	0.0442	0.6267	0.4501	0.0526	4.6		24.7	34.5
SB071017TAWCSCB53D25BR2TR1I401	CB53	062617	25	sprehei1_149186	DNR	spr14	07	17	07 17	Mesohaline	11:03:00													CB5.3	0.763	0.1375	0.8		0.2925	0.0133			0.129	0.0085	0.0045	0.004	0.32899999999999996	7.3	0.74	0.08	0.0222	0.0095	19.11			12.44722	30900.0	0.43	0.0355	0.51	0.3725	0.045	6.0		21.5	26.5
SB071017TAWCSCB54D25BR1TR1I402	CB54	071317	01	esakows1_152133_plate_1	ODU	e_15_1	07	17	07 17	Mesohaline	14:17:00													CB5.4	7.1556	0.0031000000000000003	8.62		0.2483	0.008	3.87		0.0038	0.0003	0.0003	0.0	1.26737	8.39	0.332	0.22728	0.0009	0.0177	13.32		0.9640000000000001	6.06989	22230.0	0.2514	0.0087	0.4787	0.4756	0.0264	5.02	2.1175	28.699	31.0
SB071017TAWCSCB54D25BR2TR1I412	CB54	071317	25	esakows1_152133_plate_1	ODU	e_15_1	07	17	07 17	Mesohaline	14:17:00													CB5.4			2.12											7.53					23.8			15.12197	37557.0								24.703000000000003	31.0
SB071017TAWCSCB71D20BR1TR1I408	CB71	071417	01	esakows1_152133_plate_1	ODU	e_15_1	07	17	07 17	Polyhaline	11:44:00													CB7.1	6.1944	0.0031000000000000003	7.47		0.22225	0.0061	3.87		0.0038	0.0003	0.0002	0.0001	0.98186	8.22	0.332	0.13382	0.0009	0.0133	16.94		0.5825	8.610510000000001	27704.0	0.2253	0.0068	0.3591	0.35605	0.0201	4.8	1.8975	29.22	17.0
SB071017TAWCSCB71D20BR1TR1I417	CB71	071417	16	esakows1_152133_plate_2	ODU	e_15_2	07	17	07 17	Polyhaline	11:44:00													CB7.1	1.1748	0.1609	2.42		0.1879	0.0049	10.36		0.1519	0.009000000000000001	0.0041	0.0049	0.6012	7.56	1.4418	0.11098	0.0252	0.0136	22.39		1.0809	13.80803	35570.0	0.3488	0.0301	0.4598	0.2989	0.0437	13.08	2.72	25.573	17.0
SB071017TAWCSCB61D11BR1TR1I404	CB61	071317	01	esakows1_152133_plate_2	ODU	e_15_2	07	17	07 17	Polyhaline	12:33:00													CB6.1	8.4372	0.0031000000000000003	8.33	2.747	0.2219	0.0064	3.87		0.0038	0.0003	0.0002	0.0001	1.28149	8.29	0.332	0.18029	0.0012	0.0166	15.12		0.7924	7.425860000000001	24962.0	0.225	0.0076	0.4053	0.4022	0.0242	5.1	2.1975	28.664	12.0
SB071017TAWCSCB62D9BR1TR1I405	CB62	071317	01	esakows1_152133_plate_1	ODU	e_15_1	07	17	07 17	Polyhaline	10:33:00													CB6.2	8.544	0.0031000000000000003	7.74		0.2299	0.0058	3.87		0.0038	0.0003	0.0002	0.0001	1.11306	8.2	0.4272	0.17081	0.0009	0.0157	16.42		0.7089	8.47642	26905.0	0.233	0.0067	0.4038	0.40075	0.0224	4.84	1.9375	28.41	10.0
SB071017TAWCSCB62D9BR1TR1I414	CB62	071017	09	esakows1_152133_plate_1	ODU	e_15_1	07	17	07 17	Polyhaline																																														
SB071017TAWCSCB63D10BR1TR1I406	CB63	071317	01	esakows1_152133_plate_1	ODU	e_15_1	07	17	07 17	Polyhaline	09:57:00													CB6.3	10.146	0.0031000000000000003	7.34		0.215	0.0062	3.87		0.0038	0.0003	0.0003	0.0	1.17552	8.12	0.9434	0.19509	0.0013	0.0167	16.97		0.8563	8.89259	27729.0	0.2181	0.0075	0.4132	0.4101	0.0242	5.1	2.1975	28.394000000000002	10.0
SB071017TAWCSCB72D20BR1TR1I409	CB72	071417	01	esakows1_152133_plate_1	ODU	e_15_1	07	17	07 17	Polyhaline	13:40:00													CB7.2	5.0196	0.0031000000000000003	7.96		0.2167	0.0057	3.87		0.0038	0.0003	0.0002	0.0001	1.04999	8.3	0.332	0.13576	0.0009	0.012	16.71		0.5766	8.32903	27371.0	0.2198	0.0064	0.3556	0.3525	0.0184	4.36	1.4575	29.564	22.0
SB071017TAWCSCB73D12BR1TR1I410	CB73	071717	01	esakows1_152133_plate_1	ODU	e_15_1	07	17	07 17	Polyhaline	10:45:00													CB7.3	5.9808	0.0031000000000000003	7.17		0.19805	0.006200000000000001	3.87		0.0038	0.0003	0.0002	0.0001	0.8589600000000001	8.18	0.332	0.13402	0.0009	0.0142	20.83		0.5203	12.09171	33354.0	0.2011	0.0069	0.3351	0.33205	0.0211	5.24	2.3375000000000004	27.39	13.0
SB071017TAWCSCB73D12BR1TR1I419	CB73	071717	12	esakows1_152133_plate_2	ODU	e_15_2	07	17	07 17	Polyhaline	10:45:00													CB7.3	1.8156	0.0076	6.7		0.14	0.0058	8.54		0.0073	0.0003	0.0004	-0.0001	0.39407	7.95	0.6514800000000001	0.06318	0.0125	0.009000000000000001	29.58		0.1795	20.7617	45581.0	0.1521	0.0183	0.2153		0.0273	11.02	2.48	20.059	13.0
SB080717TAWCSCB22D11BR1TR1I423	CB22	081017	10	sprehei1_149186	DNR	spr14	08	17	08 17	Oligohaline	10:23:00													CB2.2	2.67	0.8740000000000001	5.0		0.386	0.0016			0.08900000000000001	0.785	0.0372	0.7478	3.15	7.3	8.544	0.322	0.0411	0.0967	2.83			-0.96429	5700.0	1.26	0.0427	1.5819999999999999	0.708	0.1394	87.0		25.8	11.0
SB082817TAWCSCB22D11BR2TR1I458	CB22	083117	11	sprehei1_149186	DNR	spr14	08	17	08 17	Oligohaline	10:30:00													CB2.2	2.136	0.43	2.3		0.32	0.0089			0.114	0.316	0.0213	0.2947	0.792	7.3	2.051	0.10800000000000001	0.0578	0.0254	9.78			4.43427	17000.0	0.75	0.0667	0.858	0.428	0.0921	15.2		25.2	12.0
SB080717TAWCSCB31D13BR1TR1I425	CB31	081017	13	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Oligohaline	09:30:00													CB3.1	1.78	0.396	1.0		0.254	0.0053			0.154	0.242	0.1064	0.1356	0.872	7.3	2.7060000000000004	0.128	0.0614	0.0204	10.17			4.58983	17600.0	0.65	0.0667	0.778	0.382	0.0871	16.0		25.7	14.0
SB082817TAWCSCB31D13BR1TR1I459	CB31	083117	11	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Oligohaline	09:29:00													CB3.1	2.7769999999999997	0.1892	0.4		0.3108	0.0156			0.127	0.0622	0.0067	0.0555	0.619	7.2	2.157	0.115	0.0808	0.0151	15.0			8.30414	24900.0	0.5	0.0964	0.615	0.4258	0.1115	5.2		25.4	12.199999999999996
SB082817TAWCSCB32D10BR1TR1I460	CB32	083117	11	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	08:23:00													CB3.2	0.8009999999999999	0.1305	0.0		0.3195	0.0182			0.105	0.0255	0.0012	0.0243	0.402	7.2	0.74	0.08	0.0817	0.0151	17.59			10.19316	28700.0	0.45	0.0999	0.53	0.3995	0.115	5.4		25.6	12.0
SB080717TAWCSCB32D10BR1TR1I426	CB32	081017	10	sprehei1_149186	DNR	spr14	08	17	08 17	Mesohaline	08:34:00													CB3.2	1.068	0.37	0.1		0.21	0.0093			0.20199999999999999	0.168	0.0641	0.1039	0.754	7.3	2.296	0.121	0.0719	0.0232	13.46			7.090510000000001	22600.0	0.58	0.0812	0.701	0.331	0.1044	15.0		25.6	11.0
SB080717TAWCSCB33CD5BR1TR1I422	CB33C	080917	00	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	15:35:00													CB3.3C	14.097999999999999	0.19399999999999998	9.1		0.28600000000000003	0.0066	2.3		0.008	0.18600000000000003	0.0404	0.1456	1.47	8.3	1.7519999999999998	0.23199999999999998	0.0067	0.0261	7.05	1.0			12700.0	0.48	0.0133	0.7120000000000001	0.518	0.0394	5.5	3.2		25.5
SB082817TAWCSCB33CD5BR1TR1I456	CB33C	083117	00	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	14:52:00													CB3.3C	37.594	0.0055	13.1		0.3245	0.0135	3.2		0.005	0.0007	0.0007	0.0	3.88	8.7	11.0	0.508	0.0034	0.0452	9.2	0.6		3.860430000000001	16100.0	0.33	0.0169	0.838	0.8325	0.0621	12.4	9.2	25.7	25.5
SB081417TAWCSCB33CD2BR1TR1I589	CB33C	081417	02	sprehei1_149186	Preheim	spr14	08	17	08 17	Mesohaline	09:26:00	1.908	25.89	14731.9	14485.3	9416.0	8.39	99.0	7.83	2.697	8.26	185.5	2.48																																	
SB081417TAWCSCB33CD6BR1TR1I591	CB33C	081417	06	sprehei1_149186	Preheim	spr14	08	17	08 17	Mesohaline	09:49:00	5.927	25.84	18227.1	17905.1	11609.0	10.51	52.7	4.15	8.493	7.61	169.2	2.75																																	
SB081417TAWCSCB33CD8BR1TR1I592	CB33C	081417	08	sprehei1_149186	Preheim	spr14	08	17	08 17	Mesohaline	09:57:00	7.917	25.83	24078.5	23708.0	13418.0	14.32	14.7	1.06	11.324	7.23	161.2	1.24																																	
SB081417TAWCSCB33CD10BR1TR1I593	CB33C	081417	10	sprehei1_149186	Preheim	spr14	08	17	08 17	Mesohaline	10:11:00	9.903	25.8	27477.6	27262.5	17731.0	16.8	3.8	0.23	14.129	7.2	145.0	1.54																																	
SB081417TAWCSCB33CD20BR1TR1I598	CB33C	081417	20	sprehei1_149186	Preheim	spr14	08	17	08 17	Mesohaline	11:01:00	19.99	25.83	34119.0	33592.2	21845.0	21.03	2.0	0.13	28.899	7.32	-11.8	6.38																																	
SB082817TAWCSCB33CD24BR1TR1I461	CB33C	083117	24	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	14:52:00													CB3.3C	1.068	0.1088	0.5		0.2962	0.0169			0.0645	0.0443	0.0093	0.035	0.325	7.4	0.84	0.07120000000000001	0.0744	0.0121	18.48			10.86176	30000.0	0.4033333333333333	0.0913	0.4762	0.3674	0.1034	5.15		25.6	25.5
SB080717TAWCSCB33CD24BR1TR1I427	CB33C	080917	24	sprehei1_149186	DNR	spr14	08	17	08 17	Mesohaline	15:35:00													CB3.3C	1.068	0.23325	0.49		0.24675	0.02165			0.1865	0.04675	0.0036	0.04315	0.457	7.4	2.221	0.0877	0.12025	0.01405	17.93			10.44858	29200.0	0.48	0.1419	0.5677	0.33445	0.15595	6.699999999999998		25.6	25.5
SB080717TAWCSCB42CD26BR1TR1I429	CB42C	080917	26	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	11:55:00													CB4.2C	0.8540000000000001	0.28300000000000003	0.77		0.207	0.0205			0.012	0.271	0.1121	0.1589	0.27	7.4	0.74	0.05	0.0381	0.0072	20.78			12.56073	33300.0	0.49	0.0586	0.54	0.257	0.0658	5.3		25.7	27.5
SB082817TAWCSCB42CD26BR1TR1I463	CB42C	083117	26	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	11:22:00													CB4.2C	0.6409999999999999	0.2	0.6		0.26	0.0199			0.028999999999999998	0.171	0.0021	0.1689	0.254	7.4	0.74	0.0591	0.0551	0.0084	19.45			11.56149	31400.0	0.46	0.075	0.5191	0.3191	0.0834	5.4		25.7	27.5
SB080717TAWCSCB43CD27BR1TR1I430	CB43C	080917	26	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	10:13:00													CB4.3C	0.935	0.237	1.4		0.233	0.0183			0.012	0.225	0.1602	0.0648	0.28	7.5	0.74	0.051	0.0257	0.0065	21.9			13.49017	34900.0	0.47	0.044000000000000004	0.521	0.284	0.0505	4.3		25.4	27.5
SB082817TAWCSCB43CD27BR1TR1I464	CB43C	083117	27	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	09:50:00													CB4.3C	0.8540000000000001	0.195	0.6		0.225	0.0182			0.028999999999999998	0.166	0.0094	0.1566	0.247	7.4	0.74	0.0555	0.0577	0.0073	19.52			11.58496	31500.0	0.42	0.0759	0.4755	0.2805	0.0832	3.7		25.8	28.0
95_FiltCtrl_Surface_R1	CB44	080817	00	esakows1_152133_plate_1	DNR	e_15_1	08	17	08 17	Mesohaline	14:49:00													CB4.4	13.884	0.0805	7.6		0.2295	0.0097			0.011000000000000001	0.0695	0.0039	0.0656	1.28	8.1	1.367	0.218	0.0078	0.0192	12.0	1.5		5.90899	20400.0	0.31	0.0175	0.528	0.4475	0.0367	9.7		25.9	32.0
SB080717TAWCSCB44D5BR1TR1I421	CB44	080817	00	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	14:49:00													CB4.4	13.884	0.0805	7.6		0.2295	0.0097			0.011000000000000001	0.0695	0.0039	0.0656	1.28	8.1	1.367	0.218	0.0078	0.0192	12.0	1.5		5.90899	20400.0	0.31	0.0175	0.528	0.4475	0.0367	9.7		25.9	32.0
SB082817TAWCSCB44D5BR1TR1I455	CB44	083017	00	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	16:37:00													CB4.4	9.612	0.0061	8.4		0.3239	0.0134			0.005	0.0011	0.0007	0.0006000000000000001	1.26	8.2	1.3030000000000002	0.18899999999999997	0.0073	0.0189	12.0	1.2		5.99335	20400.0	0.33	0.0207	0.519	0.5129	0.0396	4.8		25.6	32.0
SB080717TAWCSCB44D31BR1TR1I431	CB44	080817	31	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	14:49:00													CB4.4	1.068	0.20800000000000002	2.0		0.262	0.0223			0.057999999999999996	0.15	0.1164	0.0336	1.1	7.6	4.4639999999999995	0.16399999999999998	0.0214	0.0308	22.81			14.2619	36200.0	0.47	0.0437	0.634	0.426	0.0745	26.4		25.1	32.0
SB082817TAWCSCB44D31BR1TR1I465	CB44	083017	31	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	16:37:00													CB4.4	1.495	0.172	1.8		0.268	0.0199			0.018000000000000002	0.154	0.10099999999999999	0.053	0.39	7.5	0.74	0.08	0.0325	0.0123	19.94			11.75323	32100.0	0.44	0.0524	0.52	0.348	0.0647	8.9		26.3	32.0
SB080717TAWCSCB51D33BR1TR1I432	CB51	080817	33	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	13:55:00													CB5.1	1.068	0.174	2.4		0.23600000000000002	0.0226			0.069	0.105	0.08	0.025	0.28	7.6	0.74	0.057999999999999996	0.0244	0.0064	22.81			14.2619	36200.0	0.41	0.047	0.46799999999999997	0.294	0.0534	6.7		25.1	34.0
SB082817TAWCSCB51D33BR1TR1I466	CB51	083017	33	sprehei1_149186	DNR	spr14	08	17	08 17	Mesohaline	15:52:00													CB5.1	2.136	0.0893	4.6		0.3107	0.0193			0.051	0.0383	0.0306	0.0077	0.507	7.8	1.4769999999999999	0.13	0.0171	0.0142	20.43			12.12099	32800.0	0.4	0.0364	0.53	0.4407	0.0506	13.1		26.3	34.5
SB080717TAWCSCB53D5BR1TR1I420	CB53	080817	00	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	11:03:00													CB5.3	9.612	0.0159	7.1		0.2841	0.0139			0.011000000000000001	0.0049	0.0015	0.0034	1.0	8.1	0.7609999999999999	0.179	0.0043	0.0183	13.93	1.8		7.30128	23300.0	0.3	0.0182	0.479	0.4631	0.0365	4.7		26.1	26.5
SB082817TAWCSCB53D5BR1TR1I454	CB53	083017	00	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	13:22:00													CB5.3	5.474	0.0563	7.4		0.3037	0.016			0.024	0.0323	0.0149	0.0174	0.782	8.0	0.74	0.151	0.0162	0.0156	15.07	1.7		8.46895	25000.0	0.36	0.0322	0.511	0.4547	0.0478	7.2		25.0	26.5
SB082817TAWCSCB53D25BR1TR1I468	CB53	083017	25	esakows1_152133_plate_2	DNR	e_15_2	08	17	08 17	Mesohaline	13:22:00													CB5.3	2.483	0.0903	5.5		0.3547	0.02265			0.0595	0.0308	0.0231	0.0077	0.6	7.9	1.7595	0.121	0.02145	0.0138	20.01			11.98219	32200.0	0.445	0.0441	0.5660000000000001	0.4757	0.05795	12.4		25.7	26.5
SB082817TAWCSCB54D25BR1TR1I470	CB54	090517	01	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Mesohaline	13:53:00													CB5.4	7.9032	0.0031000000000000003	8.31		0.2228	0.0087	3.87		0.0038	0.0003	0.0002	0.0001	1.19919	8.05	0.84372	0.13974	0.004	0.0175	16.12		0.7668	9.43494	26357.0	0.2259	0.0127	0.3656	0.36255	0.0302	6.14	3.2375	24.364	33.0
SB080717TAWCSCB54D25BR2TR1I437	CB54	080917	01	sprehei1_149186	ODU	spr14	08	17	08 17	Mesohaline	14:20:00													CB5.4	9.3984	0.005	8.21		0.21	0.0052	3.87		0.0038	0.0012	0.0006	0.0006	1.30263	8.14	0.61944	0.1738	0.0018	0.0172	15.04		0.7612	7.88283	24804.0	0.2164	0.006999999999999999	0.3902	0.38615	0.0242	6.5	3.5975	26.961	31.0
SB080717TAWCSCB54D25BR2TR1I446	CB54	080917	25	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Mesohaline	14:20:00													CB5.4			2.13											7.48					22.76			14.22747	36081.0								25.089000000000002	31.0
SB082817TAWCSCB54D25BR2TR1I480	CB54	090517	25	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Mesohaline	13:53:00													CB5.4			4.45											7.7					24.94			16.12731	39160.0								24.193	33.0
SB080717TAWCSCB71D20BR1TR1I442	CB71	080917	01	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	11:18:00													CB7.1	7.9032	0.0031000000000000003	7.3		0.21475	0.0048	3.96		0.0038	0.0003	0.0008	-0.0005	1.02356	8.09	0.99324	0.16726	0.0016	0.0166	18.47		0.5814	10.80274	29876.0	0.2178	0.0064	0.3851	0.382	0.023	7.16	3.2	25.778000000000002	17.0
SB080717TAWCSCB71D20BR1TR1I451	CB71	080917	16	sprehei1_149186	ODU	spr14	08	17	08 17	Polyhaline	11:18:00													CB7.1	3.5244	0.1057	3.28		0.1757	0.003	11.26		0.0856	0.0201	0.0163	0.0038	0.67977	7.65	2.0078400000000003	0.09884	0.0228	0.0167	22.0		0.8345	13.59185	34995.0	0.2814	0.0258	0.3802	0.2745	0.0425	14.12	2.86	25.309	17.0
SB080717TAWCSCB61D11BR1TR1I447	CB61	081017	12	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	07:51:00													CB6.1	3.56	0.1061	3.25		0.1848	0.0038	22.43333		0.0802	0.0259	0.0235	0.0024	0.87472	7.69	1.4240000000000002	0.15322	0.0244	0.0266	21.85		0.9415	13.5034	34769.0	0.2909	0.0282	0.4441	0.33799999999999997	0.0548	26.73333	4.3	25.225	13.0
SB080717TAWCSCB62D9BR1TR1I439	CB62	081017	01	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	10:10:00													CB6.2	7.3692	0.0045	7.26		0.23	0.0056	4.72		0.0038	0.0007	0.0006	0.0001	0.99135	8.13	1.07868	0.15687	0.001	0.017	17.43		0.5064	9.98641	28332.0	0.2299	0.0066	0.3868	0.38325	0.0236	8.14	3.42	25.9	10.0
SB082817TAWCSCB62D9BR1TR1I473	CB62	090517	01	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	10:03:00													CB6.2	5.6604	0.0031000000000000003	7.88		0.21825	0.0075	3.87		0.0038	0.0003	0.0002	0.0001	0.7700100000000001	8.03	1.36704	0.12684	0.0035	0.0151	17.11		0.6529	10.2711	27822.0	0.2213	0.011000000000000001	0.3481	0.34505	0.0261	5.16	2.2575000000000003	24.033	11.0
SB082817TAWCSCB62D9BR1TR1I482	CB62	090517	10	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	10:03:00													CB6.2	2.403	0.1054	4.88		0.1677	0.0068	24.22857		0.0812	0.0242	0.0193	0.0049	0.7662399999999999	7.73	2.92365	0.10752	0.0299	0.0248	24.56		0.6908	15.90871	38612.0	0.2731	0.0367	0.3806	0.2752	0.0615	28.68571	4.4571	23.953000000000003	11.0
SB080717TAWCSCB62D9BR1TR1I448	CB62	081017	09	sprehei1_149186	ODU	spr14	08	17	08 17	Polyhaline	10:10:00													CB6.2	3.738	0.08555	4.3		0.19395	0.0033	9.61		0.0664	0.01915	0.0171	0.00205	0.6294900000000001	7.8	1.1214	0.127315	0.01925	0.0162	20.15		0.8188500000000001	12.13567	32323.0	0.2795	0.02255	0.4068	0.32125	0.038750000000000014	12.63	3.02	25.534000000000002	10.0
SB080717TAWCSCB63D10BR1TR1I440	CB63	080917	01	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	09:11:00													CB6.3	8.544	0.0055	6.79		0.2	0.0051	5.28		0.0038	0.0017	0.0021	-0.0004	0.8836700000000001	8.09	1.3243200000000002	0.16130999999999998	0.0025	0.0192	18.38		0.5424	10.81256	29733.0	0.2086	0.0076	0.3699	0.36535	0.0268	8.46	3.18	25.51	11.0
SB082817TAWCSCB63D10BR1TR1I474	CB63	090517	01	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	09:26:00													CB6.3	6.6216	0.0031000000000000003	7.7		0.2309	0.0086	3.87		0.0038	0.0003	0.0002	0.0001	0.77709	7.95	1.45248	0.12755	0.0037	0.0153	17.99		0.6388	10.96359	29118.0	0.23399999999999999	0.0123	0.3616	0.3585	0.0276	5.76	2.8575	23.925	10.0
SB080717TAWCSCB72D20BR1TR1I443	CB72	081017	01	sprehei1_149186	ODU	spr14	08	17	08 17	Polyhaline	11:27:00													CB7.2	6.4079999999999995	0.0043	7.77		0.2	0.006	3.87		0.0038	0.0005	0.0007	-0.0002	0.9658	8.17	0.39516	0.16253	0.0013	0.0155	18.92		0.4577	11.19261	30519.0	0.2054	0.0073	0.3679	0.36455	0.0228	6.44	3.5375	25.599	22.0
SB080717TAWCSCB63D10BR1TR1I449	CB63	080917	10	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	09:11:00													CB6.3	3.9516	0.0946	4.49		0.1824	0.0032	10.72		0.0831	0.0115	0.0096	0.0019	0.63052	7.8	1.2816	0.10735	0.0211	0.0174	22.53		0.7347	14.05033	35744.0	0.27699999999999997	0.0243	0.3843	0.2897	0.0417	13.5	2.78	25.103	11.0
SB082817TAWCSCB63D10BR1TR1I483	CB63	090517	09	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	09:26:00													CB6.3	2.67	0.1113	4.98		0.17	0.0073	19.875		0.0896	0.0217	0.0172	0.0045	0.76831	7.73	3.03045	0.10502	0.0297	0.0248	25.1		0.6756	16.3323	39384.0	0.2813	0.037000000000000005	0.3863	0.275	0.0618	23.525	3.65	23.896	10.0
SB080717TAWCSCB72D20BR1TR1I452	CB72	081017	21	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	11:27:00													CB7.2	2.67	0.0948	4.59		0.1612	0.0036	41.8		0.0886	0.0062	0.0046	0.0016	1.00189	7.78	4.806	0.13677	0.0238	0.0386	24.27		0.5699	15.42226	38224.0	0.256	0.0274	0.3928	0.298	0.066	47.93333	6.1333	24.889	22.0
SB080717TAWCSCB73D12BR1TR1I444	CB73	081017	01	esakows1_152133_plate_2	ODU	e_15_2	08	17	08 17	Polyhaline	14:16:00													CB7.3	5.1798	0.0035666666666666663	7.62		0.1880666666666667	0.005	3.87		0.0038	0.0005	0.0005	0.0	0.7436550000000001	8.07	0.46458	0.11791	0.00275	0.0126	21.66		0.36905	13.14303	34513.0	0.19080000000000005	0.00775	0.3087	0.3054	0.02035	5.94	3.0375	25.968000000000004	13.0
